area,session,object,auc_within_Event1,auc_within_Event3,auc_Event1_to_Event3,auc_Event3_to_Event1,auc_within_Event1_std,auc_within_Event3_std,auc_Event1_to_Event3_std,auc_Event3_to_Event1_std,p_Event1_to_Event3,p_Event3_to_Event1,n_perm,n_trials_go_shared,n_trials_nogo_shared,truncated_to_shared_min,gti,normalized_transfer,n_folds_run
F6,MonkeyB_Session06,Object1,0.475,0.6200000000000001,0.4466666666666667,0.455,0.26041241493127804,0.2720752530287487,0.3071151704021741,0.3208592842230202,0.6666666666666666,0.6268656716417911,200,12,12,0,-0.049166666666666636,-1.0350877192982428,50
F6,MonkeyB_Session06,Object2,0.435,0.665,0.6333333333333333,0.6833333333333335,0.23467181696574588,0.2533729381859646,0.31452011461006923,0.27612889297007626,0.1044776119402985,0.07462686567164178,200,12,12,0,0.15833333333333344,3.166666666666666,50
F6,MonkeyB_Session06,Object3,0.48333333333333334,0.38166666666666665,0.46666666666666673,0.5316666666666666,0.3176586681934841,0.23992747392444277,0.2862098876231263,0.2776082248972682,0.6467661691542289,0.373134328358209,200,12,12,0,-0.0008333333333333526,-3752999689475.5,50
F6,MonkeyB_Session09,Object1,0.5666666666666667,0.7383333333333334,0.2316666666666667,0.3733333333333334,0.2862098876231264,0.2602817677814867,0.24530165611819882,0.3031579817599429,0.9950248756218906,0.8955223880597015,200,12,12,0,-0.19749999999999995,-1.2950819672131137,50
F6,MonkeyB_Session09,Object2,0.6366666666666666,0.8516666666666666,0.8533333333333333,0.6783333333333332,0.2337459907861882,0.21775628682891052,0.2003115487266972,0.2034356272184612,0.004975124378109453,0.024875621890547265,200,12,12,0,0.26583333333333325,1.0887372013651875,50
F6,MonkeyB_Session09,Object3,0.6783333333333332,0.9166666666666667,0.8466666666666666,0.6933333333333332,0.21951941943756156,0.15882933409674205,0.18238779049719578,0.22926482128020426,0.004975124378109453,0.024875621890547265,200,12,12,0,0.2699999999999999,0.9075630252100838,50
F6,MonkeyB_Session10,Object1,0.23,0.55,0.37,0.5566666666666668,0.21333120747240114,0.2827224306437599,0.3286921793301971,0.26696411981732915,0.8606965174129353,0.30845771144278605,200,11,12,0,-0.036666666666666625,-165131986336918.0,50
F6,MonkeyB_Session10,Object2,0.4433333333333333,0.731111111111111,0.5755555555555556,0.4422222222222223,0.2766393906907211,0.21008822487778875,0.2700186158583384,0.2522161786163963,0.1890547263681592,0.7512437810945274,200,14,15,0,0.008888888888888946,0.10191082802547839,50
F6,MonkeyB_Session10,Object3,0.5322222222222223,0.61,0.27,0.5233333333333333,0.2144590715582947,0.22461579413759955,0.17817769644149145,0.23758940977914783,0.9950248756218906,0.3681592039800995,200,14,15,0,-0.10333333333333333,-1.4531249999999998,50
F6,MonkeyC_Session01,Object1,0.6683333333333333,0.44833333333333336,0.5183333333333333,0.6933333333333335,0.2268099287160338,0.26613999862142695,0.2838680428643513,0.21258585033856875,0.42786069651741293,0.029850746268656716,200,12,12,0,0.10583333333333345,1.8142857142857158,50
F6,MonkeyC_Session01,Object2,0.67,0.8866666666666666,0.28,0.18833333333333335,0.2525156873059591,0.1723191154544974,0.2977428314011836,0.20606589219819382,0.9850746268656716,0.9950248756218906,200,12,12,0,-0.2658333333333333,-0.9550898203592814,50
F6,MonkeyC_Session01,Object3,0.415,0.615,0.49833333333333335,0.6666666666666665,0.25725857184769496,0.2485160036730686,0.30560244950402005,0.268319706418682,0.48756218905472637,0.029850746268656716,200,12,12,0,0.0824999999999999,5.499999999999989,50
F6,MonkeyC_Session02,Object1,0.8483333333333333,0.8183333333333332,0.57,0.7233333333333333,0.24145839019386206,0.20460265124860721,0.27988092706244444,0.2286458212271238,0.23880597014925373,0.029850746268656716,200,12,12,0,0.1466666666666666,0.43999999999999995,50
