area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used
AIP,MonkeyA_Session01,Object2,Event3,6,11,-0.63,0.45299999999999996,0.44000000000000006,8
AIP,MonkeyA_Session01,Object2,Event3,7,12,-0.6100000000000001,0.45000000000000007,0.48666666666666664,8
AIP,MonkeyA_Session01,Object2,Event3,8,13,-0.5900000000000001,0.485,0.42,8
AIP,MonkeyA_Session01,Object2,Event3,9,14,-0.5700000000000001,0.5770000000000001,0.5566666666666668,8
AIP,MonkeyA_Session01,Object2,Event3,10,15,-0.55,0.48100000000000004,0.6,8
AIP,MonkeyA_Session01,Object2,Event3,11,16,-0.53,0.5489999999999999,0.6358333333333334,8
AIP,MonkeyA_Session01,Object2,Event3,12,17,-0.51,0.45299999999999996,0.5016666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,13,18,-0.49000000000000005,0.479,0.45833333333333326,8
AIP,MonkeyA_Session01,Object2,Event3,14,19,-0.47000000000000003,0.5680000000000001,0.5650000000000001,8
AIP,MonkeyA_Session01,Object2,Event3,15,20,-0.45,0.5690000000000001,0.58,8
AIP,MonkeyA_Session01,Object2,Event3,16,21,-0.43000000000000005,0.7010000000000001,0.7816666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,17,22,-0.41000000000000003,0.644,0.72,8
AIP,MonkeyA_Session01,Object2,Event3,18,23,-0.39,0.6,0.5866666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,19,24,-0.37000000000000005,0.543,0.5516666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,20,25,-0.35000000000000003,0.40700000000000003,0.3591666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,21,26,-0.33,0.517,0.495,8
AIP,MonkeyA_Session01,Object2,Event3,22,27,-0.31000000000000005,0.417,0.3583333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,23,28,-0.29000000000000004,0.369,0.33833333333333326,8
AIP,MonkeyA_Session01,Object2,Event3,24,29,-0.27,0.44900000000000007,0.4850000000000001,8
