area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used,p_auc,null_auc_mean,null_auc_ci95_high,q_auc
F5,MonkeyB_Session03,Object2,Event3,30,35,-0.15,0.4566666666666665,0.4433333333333333,4,0.9880239520958084,0.50472,0.7733333333333334,1.0
F5,MonkeyB_Session03,Object2,Event3,31,36,-0.13,0.5,0.4722222222222222,4,0.9860279441117764,0.5056933333333333,0.7701666666666666,1.0
F5,MonkeyB_Session03,Object2,Event3,32,37,-0.1099999999999999,0.5833333333333333,0.6255555555555558,4,0.8922155688622755,0.5014666666666667,0.7768333333333332,1.0
F5,MonkeyB_Session03,Object2,Event3,33,38,-0.09,0.5,0.4988888888888889,4,0.9880239520958084,0.47988,0.7536666666666665,1.0
F5,MonkeyB_Session03,Object2,Event3,34,39,-0.07,0.4366666666666666,0.4622222222222223,4,1.0,0.52092,0.7866666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,35,40,-0.05,0.4066666666666666,0.4311111111111111,4,0.9860279441117764,0.4896,0.7733333333333334,1.0
F5,MonkeyB_Session03,Object2,Event3,36,41,-0.03,0.5333333333333333,0.5211111111111111,4,0.530938123752495,0.4976,0.7600000000000001,1.0
F5,MonkeyB_Session03,Object2,Event3,37,42,-0.01,0.4333333333333333,0.4366666666666666,4,0.9580838323353292,0.4884399999999999,0.7666666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,38,43,0.01,0.41,0.5066666666666667,4,0.9900199600798404,0.4962666666666666,0.7666666666666666,1.0
F5,MonkeyB_Session03,Object2,Event3,39,44,0.03,0.53,0.5477777777777778,4,0.9780439121756488,0.4781066666666667,0.7333333333333334,1.0
F5,MonkeyB_Session03,Object2,Event3,40,45,0.0499999999999999,0.58,0.6088888888888889,4,0.936127744510978,0.4903866666666666,0.76,1.0
F5,MonkeyB_Session03,Object2,Event3,41,46,0.0699999999999999,0.5833333333333333,0.5833333333333335,4,0.908183632734531,0.4471333333333333,0.7466666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,42,47,0.0899999999999999,0.5100000000000001,0.5333333333333334,4,0.9640718562874252,0.4816133333333333,0.7466666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,43,48,0.1099999999999999,0.5033333333333334,0.5477777777777778,4,0.8822355289421158,0.4922533333333333,0.7634999999999998,1.0
F5,MonkeyB_Session03,Object2,Event3,44,49,0.13,0.3966666666666666,0.3455555555555555,4,0.9840319361277444,0.495,0.7466666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,45,50,0.15,0.4700000000000001,0.4344444444444444,4,0.8842315369261478,0.4959733333333334,0.7701666666666666,1.0
F5,MonkeyB_Session03,Object2,Event3,46,51,0.1699999999999999,0.47,0.4288888888888889,4,0.8702594810379242,0.4794266666666667,0.7466666666666667,1.0
F5,MonkeyB_Session03,Object2,Event3,47,52,0.1899999999999999,0.4533333333333334,0.3888888888888889,4,0.8323353293413174,0.4858266666666666,0.7501666666666665,1.0
F5,MonkeyB_Session03,Object2,Event3,48,53,0.2099999999999999,0.67,0.698888888888889,4,0.0858283433133732,0.46652,0.78,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,49,54,0.2299999999999999,0.6633333333333333,0.6577777777777777,4,0.0778443113772455,0.4463733333333333,0.7368333333333331,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,50,55,0.25,0.62,0.6111111111111112,4,0.2714570858283433,0.4449333333333333,0.7504999999999996,0.9953426480372589
F5,MonkeyB_Session03,Object2,Event3,51,56,0.27,0.5633333333333332,0.5588888888888889,4,0.2994011976047904,0.4654,0.76,1.0
F5,MonkeyB_Session03,Object2,Event3,52,57,0.29,0.5733333333333334,0.5633333333333335,4,0.3413173652694611,0.46028,0.7634999999999998,1.0
F5,MonkeyB_Session03,Object2,Event3,53,58,0.31,0.6033333333333333,0.7588888888888888,4,0.1636726546906187,0.47512,0.7536666666666665,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,54,59,0.33,0.6233333333333333,0.7511111111111113,4,0.1516966067864271,0.4824933333333333,0.7600000000000001,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,55,60,0.3500000000000001,0.5766666666666667,0.6866666666666668,4,0.1576846307385229,0.4873466666666667,0.7701666666666666,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,56,61,0.3699999999999999,0.6333333333333333,0.6688888888888888,4,0.2355289421157684,0.48296,0.7803333333333331,0.9221556886227544
F5,MonkeyB_Session03,Object2,Event3,57,62,0.3899999999999999,0.6166666666666667,0.6488888888888888,4,0.1996007984031936,0.4973333333333333,0.7768333333333332,0.9133732534930137
F5,MonkeyB_Session03,Object2,Event3,58,63,0.4099999999999999,0.6199999999999999,0.6422222222222222,4,0.3632734530938123,0.4885333333333333,0.7733333333333334,1.0
F5,MonkeyB_Session03,Object2,Event3,59,64,0.4299999999999999,0.6,0.5866666666666667,4,0.12375249500998,0.4979066666666667,0.7635,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,60,65,0.4499999999999999,0.6333333333333333,0.5855555555555556,4,0.3153692614770459,0.4799333333333333,0.7466666666666666,1.0
F5,MonkeyB_Session03,Object2,Event3,61,66,0.47,0.5866666666666667,0.64,4,0.3273453093812375,0.4908666666666667,0.7533333333333333,1.0
F5,MonkeyB_Session03,Object2,Event3,62,67,0.49,0.6833333333333332,0.7088888888888889,4,0.1017964071856287,0.5089066666666667,0.7669999999999998,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,63,68,0.51,0.6066666666666667,0.6955555555555557,4,0.1197604790419161,0.5367466666666667,0.7866666666666667,0.9001996007984029
F5,MonkeyB_Session03,Object2,Event3,64,69,0.53,0.6866666666666665,0.7488888888888888,4,0.0219560878243512,0.51952,0.7733333333333334,0.7245508982035896
F5,MonkeyB_Session03,Object2,Event3,65,70,0.55,0.7266666666666666,0.7822222222222223,4,0.0199600798403193,0.5218133333333332,0.8000000000000002,0.7245508982035896
F5,MonkeyB_Session03,Object3,Event1,0,5,-0.15,0.4933333333333333,0.4688888888888889,4,0.6307385229540918,0.5244266666666667,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,1,6,-0.13,0.61,0.6355555555555555,4,0.3233532934131736,0.51624,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,2,7,-0.11,0.7466666666666668,0.8066666666666665,4,0.0039920159680638,0.4903466666666667,0.7600000000000001,0.1836327345309348
F5,MonkeyB_Session03,Object3,Event1,3,8,-0.09,0.69,0.7344444444444445,4,0.06187624750499,0.5100933333333334,0.7866666666666667,0.9487691284098466
F5,MonkeyB_Session03,Object3,Event1,4,9,-0.07,0.6299999999999999,0.7133333333333334,4,0.0558882235528942,0.49864,0.7666666666666666,0.9487691284098466
F5,MonkeyB_Session03,Object3,Event1,5,10,-0.05,0.4866666666666667,0.4922222222222223,4,0.6686626746506986,0.4715333333333333,0.7501666666666665,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,6,11,-0.03,0.5066666666666667,0.518888888888889,4,0.4530938123752495,0.4992,0.7768333333333332,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,7,12,-0.01,0.4333333333333333,0.4344444444444445,4,0.590818363273453,0.51752,0.7736666666666664,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,8,13,0.0099999999999999,0.4299999999999999,0.3844444444444445,4,0.6506986027944112,0.4829066666666666,0.7701666666666666,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,9,14,0.03,0.5433333333333334,0.5055555555555555,4,0.4630738522954092,0.5041066666666667,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,10,15,0.0499999999999999,0.42,0.3933333333333333,4,0.6986027944111777,0.5022000000000001,0.7799999999999999,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,11,16,0.07,0.41,0.3377777777777778,4,0.5828343313373253,0.502,0.7866666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,12,17,0.0899999999999999,0.3633333333333333,0.2955555555555555,4,0.6846307385229541,0.4985733333333333,0.7701666666666666,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,13,18,0.1099999999999999,0.3766666666666667,0.41,4,0.8962075848303394,0.5299200000000001,0.7768333333333332,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,14,19,0.13,0.3366666666666667,0.2811111111111111,4,0.9461077844311376,0.4894,0.78,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,15,20,0.15,0.3533333333333333,0.3177777777777777,4,0.8343313373253493,0.5124533333333334,0.7799999999999999,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,16,21,0.1699999999999999,0.3666666666666666,0.28,4,0.8522954091816367,0.51088,0.7866666666666666,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,17,22,0.19,0.3933333333333333,0.3244444444444445,4,0.7105788423153693,0.52888,0.7866666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,18,23,0.21,0.3233333333333333,0.2611111111111111,4,0.7864271457085829,0.5068133333333333,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,19,24,0.2299999999999999,0.4433333333333333,0.4288888888888889,4,0.5409181636726547,0.5117466666666667,0.7768333333333332,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,20,25,0.25,0.4933333333333333,0.4733333333333334,4,0.5069860279441117,0.5051066666666667,0.7634999999999998,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,21,26,0.27,0.4266666666666666,0.4288888888888889,4,0.7764471057884231,0.5151866666666667,0.7901666666666666,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,22,27,0.29,0.6033333333333333,0.6177777777777779,4,0.1836327345309381,0.4896533333333334,0.7600000000000001,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,23,28,0.31,0.5733333333333333,0.5166666666666667,4,0.6447105788423154,0.50588,0.7701666666666666,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,24,29,0.33,0.43,0.4244444444444445,4,0.4271457085828343,0.46012,0.7536666666666664,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,25,30,0.35,0.3633333333333333,0.3444444444444444,4,0.8023952095808383,0.4919466666666667,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,26,31,0.37,0.42,0.3944444444444444,4,0.872255489021956,0.49444,0.7835,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,27,32,0.3899999999999999,0.4933333333333333,0.56,4,0.8862275449101796,0.4880533333333333,0.7501666666666665,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,28,33,0.41,0.6466666666666666,0.7099999999999999,4,0.0898203592814371,0.49284,0.780333333333333,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,29,34,0.43,0.6766666666666669,0.7555555555555558,4,0.2914171656686626,0.4978266666666667,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,30,35,0.45,0.5833333333333334,0.5888888888888889,4,0.3652694610778443,0.4807466666666666,0.7536666666666665,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,31,36,0.47,0.7033333333333335,0.7344444444444445,4,0.2155688622754491,0.46512,0.7368333333333331,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,32,37,0.49,0.5066666666666667,0.5455555555555557,4,0.8542914171656687,0.50256,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,33,38,0.51,0.4666666666666667,0.4722222222222222,4,0.6646706586826348,0.50076,0.7666666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,34,39,0.53,0.4033333333333332,0.3722222222222222,4,0.9201596806387226,0.4770666666666667,0.7466666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,35,40,0.55,0.3233333333333333,0.2566666666666666,4,0.9640718562874252,0.49176,0.7866666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,36,41,0.5700000000000001,0.28,0.2044444444444444,4,0.9461077844311376,0.4834933333333333,0.7466666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,37,42,0.5900000000000001,0.3266666666666666,0.2,4,0.9021956087824352,0.50224,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,38,43,0.6100000000000001,0.3933333333333333,0.4011111111111111,4,0.7005988023952096,0.5037733333333333,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,39,44,0.6300000000000001,0.3799999999999999,0.3666666666666666,4,0.564870259481038,0.53016,0.8133333333333335,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,40,45,0.6499999999999999,0.4866666666666666,0.4822222222222222,4,0.3792415169660678,0.5344800000000001,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,41,46,0.6699999999999999,0.4699999999999999,0.4888888888888889,4,0.2934131736526946,0.5217866666666666,0.7733333333333334,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,42,47,0.69,0.5099999999999999,0.5377777777777777,4,0.2714570858283433,0.5263066666666666,0.7701666666666664,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,43,48,0.71,0.5066666666666667,0.5688888888888889,4,0.4351297405189621,0.5346266666666668,0.7968333333333332,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,44,49,0.73,0.54,0.5622222222222223,4,0.4291417165668663,0.50428,0.7866666666666667,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event1,45,50,0.75,0.5100000000000001,0.5555555555555556,4,0.4830339321357285,0.5190133333333333,0.7835,0.9640718562874252
F5,MonkeyB_Session03,Object3,Event3,0,5,-0.75,0.46,0.5044444444444445,4,0.4510978043912175,0.4789733333333333,0.7501666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,1,6,-0.73,0.5033333333333334,0.4866666666666667,4,0.3013972055888224,0.4765066666666666,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,2,7,-0.7100000000000001,0.58,0.6000000000000001,4,0.249500998003992,0.4628666666666666,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,3,8,-0.6900000000000001,0.56,0.6433333333333334,4,0.2834331337325349,0.44996,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,4,9,-0.67,0.5466666666666665,0.5622222222222223,4,0.7085828343313373,0.45876,0.7333333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,5,10,-0.65,0.4866666666666666,0.4311111111111112,4,0.7524950099800399,0.47896,0.7501666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,6,11,-0.63,0.3666666666666666,0.2844444444444444,4,0.9441117764471058,0.4843066666666666,0.7536666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,7,12,-0.6100000000000001,0.4533333333333333,0.4533333333333333,4,0.942115768463074,0.5029333333333332,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,8,13,-0.5900000000000001,0.32,0.2533333333333333,4,0.9441117764471058,0.49576,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,9,14,-0.5700000000000001,0.3,0.2111111111111111,4,0.9481037924151696,0.4969466666666667,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,10,15,-0.55,0.32,0.2455555555555555,4,0.9840319361277444,0.52064,0.7968333333333332,0.9991708889912482
F5,MonkeyB_Session03,Object3,Event3,11,16,-0.53,0.49,0.4466666666666667,4,0.4810379241516966,0.5187200000000001,0.7933333333333333,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,12,17,-0.51,0.4633333333333332,0.4177777777777778,4,0.7784431137724551,0.5142533333333333,0.7634999999999998,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,13,18,-0.49,0.4233333333333333,0.3633333333333334,4,0.8502994011976048,0.5201866666666666,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,14,19,-0.47,0.3633333333333333,0.3222222222222222,4,0.8802395209580839,0.5277733333333333,0.7701666666666664,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,15,20,-0.45,0.5533333333333332,0.5177777777777778,4,0.5728542914171657,0.5247999999999999,0.7936666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,16,21,-0.43,0.4533333333333333,0.4144444444444444,4,0.6686626746506986,0.51576,0.7799999999999999,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,17,22,-0.41,0.4466666666666667,0.4166666666666667,4,0.5548902195608783,0.5331733333333334,0.8101666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,18,23,-0.39,0.5133333333333333,0.4533333333333333,4,0.3852295409181637,0.53328,0.7901666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,19,24,-0.37,0.3899999999999999,0.3211111111111111,4,0.8303393213572854,0.5360533333333333,0.8069999999999998,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,20,25,-0.35,0.4066666666666667,0.3488888888888888,4,0.8902195608782435,0.53328,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,21,26,-0.33,0.4133333333333333,0.4011111111111111,4,0.9560878243512974,0.5367333333333334,0.7866666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,22,27,-0.31,0.3933333333333333,0.4255555555555556,4,0.9281437125748504,0.5240266666666666,0.7803333333333331,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,23,28,-0.29,0.51,0.4977777777777777,4,0.8922155688622755,0.5252933333333333,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,24,29,-0.27,0.59,0.5955555555555555,4,0.7964071856287425,0.5032533333333333,0.7768333333333332,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,25,30,-0.25,0.6,0.6177777777777778,4,0.4830339321357285,0.4733866666666667,0.7701666666666664,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,26,31,-0.2299999999999999,0.6099999999999999,0.6266666666666666,4,0.4810379241516966,0.4725066666666667,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,27,32,-0.21,0.6099999999999999,0.5811111111111112,4,0.810379241516966,0.48404,0.7200000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,28,33,-0.19,0.5533333333333332,0.56,4,0.8063872255489022,0.4701466666666666,0.7536666666666665,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,29,34,-0.17,0.53,0.5566666666666668,4,0.810379241516966,0.4945599999999999,0.7803333333333331,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,30,35,-0.15,0.4066666666666665,0.3188888888888889,4,1.0,0.5338266666666667,0.7866666666666667,1.0
F5,MonkeyB_Session03,Object3,Event3,31,36,-0.13,0.4599999999999999,0.4188888888888888,4,0.8522954091816367,0.5096,0.7834999999999999,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,32,37,-0.1099999999999999,0.5233333333333333,0.46,4,0.7624750499001997,0.48748,0.7568333333333332,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,33,38,-0.09,0.4566666666666667,0.3955555555555555,4,0.5688622754491018,0.4999733333333334,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,34,39,-0.07,0.3866666666666667,0.4511111111111111,4,0.2894211576846307,0.47328,0.7768333333333332,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,35,40,-0.05,0.44,0.41,4,0.437125748502994,0.49328,0.7666666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,36,41,-0.03,0.4533333333333333,0.4066666666666667,4,0.3093812375249501,0.4997466666666667,0.7799999999999999,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,37,42,-0.01,0.3566666666666666,0.2866666666666667,4,0.9121756487025948,0.5274933333333334,0.7835,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,38,43,0.01,0.36,0.3055555555555556,4,0.9520958083832336,0.5318933333333334,0.7866666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,39,44,0.03,0.3066666666666666,0.3055555555555556,4,0.8283433133732535,0.5194133333333333,0.7768333333333332,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,40,45,0.0499999999999999,0.49,0.4544444444444445,4,0.5089820359281437,0.49896,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,41,46,0.0699999999999999,0.57,0.6333333333333334,4,0.3073852295409182,0.46612,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,42,47,0.0899999999999999,0.5833333333333333,0.6400000000000001,4,0.3073852295409182,0.4835866666666666,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,43,48,0.1099999999999999,0.5166666666666666,0.5777777777777778,4,0.4311377245508982,0.4797733333333334,0.7803333333333331,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,44,49,0.13,0.5733333333333334,0.6822222222222224,4,0.0239520958083832,0.4810266666666667,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,45,50,0.15,0.55,0.6022222222222223,4,0.1077844311377245,0.4705733333333334,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,46,51,0.1699999999999999,0.67,0.6844444444444443,4,0.0738522954091816,0.4952533333333333,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,47,52,0.1899999999999999,0.6166666666666667,0.6555555555555556,4,0.12375249500998,0.46048,0.7403333333333331,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,48,53,0.2099999999999999,0.5833333333333334,0.62,4,0.0938123752495009,0.45124,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,49,54,0.2299999999999999,0.5166666666666666,0.5177777777777779,4,0.1716566866267465,0.4475866666666667,0.7634999999999998,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,50,55,0.25,0.4933333333333333,0.5111111111111111,4,0.373253493013972,0.4880400000000001,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,51,56,0.27,0.4166666666666666,0.3077777777777777,4,0.3852295409181637,0.4763466666666667,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,52,57,0.29,0.45,0.4177777777777778,4,0.6187624750499002,0.4831999999999999,0.7469999999999998,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,53,58,0.31,0.3733333333333333,0.3222222222222222,4,0.8163672654690619,0.5138533333333334,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,54,59,0.33,0.4766666666666666,0.4911111111111111,4,0.3612774451097804,0.4796,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,55,60,0.3500000000000001,0.5066666666666666,0.52,4,0.3752495009980039,0.4707866666666667,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,56,61,0.3699999999999999,0.5199999999999999,0.5377777777777779,4,0.2734530938123752,0.46976,0.7701666666666666,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,57,62,0.3899999999999999,0.5233333333333333,0.5155555555555555,4,0.2035928143712574,0.47004,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,58,63,0.4099999999999999,0.5333333333333333,0.578888888888889,4,0.2435129740518962,0.4827466666666666,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,59,64,0.4299999999999999,0.5266666666666667,0.5,4,0.311377245508982,0.46364,0.7669999999999998,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,60,65,0.4499999999999999,0.3866666666666666,0.3144444444444444,4,0.7664670658682635,0.4869466666666666,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,61,66,0.47,0.31,0.2622222222222222,4,0.8083832335329342,0.4952666666666666,0.7768333333333332,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,62,67,0.49,0.39,0.3177777777777777,4,0.7245508982035929,0.4807066666666667,0.7466666666666667,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,63,68,0.51,0.4533333333333333,0.4333333333333333,4,0.5708582834331337,0.4896266666666666,0.7600000000000001,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,64,69,0.53,0.53,0.4977777777777779,4,0.2634730538922156,0.5158666666666668,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session03,Object3,Event3,65,70,0.55,0.5366666666666667,0.5155555555555557,4,0.217564870259481,0.5059333333333332,0.7733333333333334,0.9859655688622754
F5,MonkeyB_Session04,Object1,Event1,0,5,-0.15,0.5766666666666667,0.5733333333333334,8,0.1357285429141716,0.5170399999999999,0.7733333333333334,0.7769077230155071
F5,MonkeyB_Session04,Object1,Event1,1,6,-0.13,0.5466666666666667,0.5933333333333334,8,0.2095808383233532,0.4972,0.7669999999999998,0.7769077230155071
F5,MonkeyB_Session04,Object1,Event1,2,7,-0.11,0.6100000000000001,0.6333333333333333,8,0.1976047904191616,0.5158933333333333,0.8000000000000002,0.7769077230155071
F5,MonkeyB_Session04,Object1,Event1,3,8,-0.09,0.4166666666666666,0.4244444444444445,8,0.9760479041916168,0.4832533333333333,0.7403333333333331,1.0
F5,MonkeyB_Session04,Object1,Event1,4,9,-0.07,0.3066666666666666,0.2755555555555555,8,0.9820359281437124,0.47208,0.7466666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,5,10,-0.05,0.2733333333333333,0.1711111111111111,8,0.9780439121756488,0.5083733333333333,0.7803333333333331,1.0
F5,MonkeyB_Session04,Object1,Event1,6,11,-0.03,0.3866666666666667,0.3088888888888889,8,1.0,0.5369066666666668,0.7866666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,7,12,-0.01,0.4066666666666666,0.3199999999999999,8,0.9800399201596808,0.5213866666666667,0.7866666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,8,13,0.0099999999999999,0.3333333333333332,0.24,8,1.0,0.52088,0.7936666666666664,1.0
F5,MonkeyB_Session04,Object1,Event1,9,14,0.03,0.3066666666666667,0.2422222222222222,8,0.9860279441117764,0.5138933333333333,0.7866666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,10,15,0.0499999999999999,0.3833333333333333,0.4,8,0.782435129740519,0.5035200000000001,0.7866666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,11,16,0.07,0.6633333333333333,0.6777777777777777,8,0.1716566866267465,0.4901066666666667,0.7733333333333333,0.7769077230155071
F5,MonkeyB_Session04,Object1,Event1,12,17,0.0899999999999999,0.49,0.3666666666666667,8,0.8483033932135728,0.4808266666666667,0.7466666666666667,1.0
F5,MonkeyB_Session04,Object1,Event1,13,18,0.1099999999999999,0.3233333333333333,0.2444444444444444,8,0.7904191616766467,0.5225066666666667,0.7733333333333334,1.0
F5,MonkeyB_Session04,Object1,Event1,14,19,0.13,0.4933333333333333,0.4977777777777777,8,0.6327345309381237,0.5124000000000001,0.7803333333333331,0.9701929474384563
F5,MonkeyB_Session04,Object1,Event1,15,20,0.15,0.44,0.4311111111111111,8,0.5449101796407185,0.4896533333333333,0.7466666666666667,0.9701929474384563
F5,MonkeyB_Session04,Object1,Event1,16,21,0.1699999999999999,0.6333333333333333,0.6244444444444446,8,0.1197604790419161,0.49472,0.7936666666666664,0.7769077230155071
F5,MonkeyB_Session04,Object1,Event1,17,22,0.19,0.59,0.6066666666666667,8,0.0858283433133732,0.4938666666666667,0.7600000000000001,0.7769077230155071
